Period,Project_ID,Division,Funding_Mechanism,Budget_Revenue,Actual_Revenue,Budget_FTE_Hours,Actual_FTE_Hours,Budget_Labor_Recovery,Actual_Labor_Recovery,Budget_Direct_Labor_Cost,Actual_Direct_Labor_Cost,Budget_Lab_OpEx,Actual_Lab_OpEx,Budget_Overhead,Actual_Overhead,Budget_Depreciation,Actual_Depreciation
2026-01-01,RND-116,Sustainable Materials & Forestry,Commercial Enterprise Contract,80123.1556493276,80456.93792200962,785.578408873635,747.5294484145824,118196.61511594841,112471.84177169527,56954.434643338536,54792.382666093676,17175.34165777682,20082.9777166437,14422.168016878968,14422.168016878968,6975.278339201484,7324.042256161559
2026-02-01,RND-116,Sustainable Materials & Forestry,Commercial Enterprise Contract,80123.1556493276,68048.61296031797,785.578408873635,746.5055394992073,118196.61511594841,112317.7864073709,56954.434643338536,53859.00986458367,17175.34165777682,14980.872217623591,14422.168016878968,14422.168016878968,6975.278339201484,6975.278339201484
2026-03-01,RND-116,Sustainable Materials & Forestry,Commercial Enterprise Contract,80123.1556493276,82648.82277099122,785.578408873635,796.9653988378592,118196.61511594841,119909.87970536137,56954.434643338536,58915.348952219254,17175.34165777682,16653.407313120926,14422.168016878968,14422.168016878968,6975.278339201484,6975.278339201484
2026-04-01,RND-116,Sustainable Materials & Forestry,Commercial Enterprise Contract,80123.1556493276,74154.06405521467,785.578408873635,719.1516872520555,118196.61511594841,108202.17845598793,56954.434643338536,52790.79948554513,17175.34165777682,18038.592057153048,14422.168016878968,14422.168016878968,6975.278339201484,6975.278339201484
2026-05-01,RND-116,Sustainable Materials & Forestry,Commercial Enterprise Contract,80123.1556493276,80184.14459386455,785.578408873635,750.2198777116197,118196.61511594841,112876.63858449788,56954.434643338536,55816.589291436656,17175.34165777682,20787.980399998403,14422.168016878968,14422.168016878968,6975.278339201484,7324.042256161559
2026-06-01,RND-116,Sustainable Materials & Forestry,Commercial Enterprise Contract,80123.1556493276,81493.30851600454,785.578408873635,818.0408887728884,118196.61511594841,123080.8573494674,56954.434643338536,61538.22123110389,17175.34165777682,22361.483572690922,14422.168016878968,14422.168016878968,6975.278339201484,7324.042256161559
2025-07-01,RND-117,Sustainable Materials & Forestry,Competitive Research Grant,93157.83043432086,98919.63960770392,590.3506560787021,573.8116406673636,87938.49428238386,85474.8464534021,42800.4225657059,42064.278705253106,14306.74980314883,16444.96666897447,16768.409478177753,16768.409478177753,9655.935259197791,10138.732022157681
2025-08-01,RND-117,Sustainable Materials & Forestry,Competitive Research Grant,93157.83043432086,92679.58076423216,590.3506560787021,589.0571442140323,87938.49428238386,87745.8130605639,42800.4225657059,43772.6139838423,14306.74980314883,15128.838972210664,16768.409478177753,16768.409478177753,9655.935259197791,10138.732022157681
2025-09-01,RND-117,Sustainable Materials & Forestry,Competitive Research Grant,93157.83043432086,92585.15088643205,590.3506560787021,530.6909449657009,87938.49428238386,79051.59780724907,42800.4225657059,39361.980650777645,14306.74980314883,14519.423118865803,16768.409478177753,16768.409478177753,9655.935259197791,9655.935259197791
2025-10-01,RND-117,Sustainable Materials & Forestry,Competitive Research Grant,93157.83043432086,83352.43105362402,590.3506560787021,570.9988136270658,87938.49428238386,85055.848401899,42800.4225657059,42946.15267787917,14306.74980314883,15305.334153718772,16768.409478177753,16768.409478177753,9655.935259197791,10138.732022157681
2025-11-01,RND-117,Sustainable Materials & Forestry,Competitive Research Grant,93157.83043432086,84671.72331362512,590.3506560787021,554.5846907121118,87938.49428238386,82610.80452967773,42800.4225657059,41092.90956821776,14306.74980314883,14953.600172999715,16768.409478177753,16768.409478177753,9655.935259197791,9655.935259197791
2025-12-01,RND-117,Sustainable Materials & Forestry,Competitive Research Grant,93157.83043432086,95098.71970247524,590.3506560787021,547.5552077140003,87938.49428238386,81563.69440271765,42800.4225657059,40482.70757274212,14306.74980314883,17981.961960150104,16768.409478177753,16768.409478177753,9655.935259197791,9655.935259197791
2026-01-01,RND-117,Sustainable Materials & Forestry,Competitive Research Grant,93157.83043432086,90235.95975405714,590.3506560787021,579.9305554790749,87938.49428238386,86386.31855840191,42800.4225657059,42856.05423056765,14306.74980314883,16254.36383093549,16768.409478177753,16768.409478177753,9655.935259197791,9655.935259197791
2026-02-01,RND-117,Sustainable Materials & Forestry,Competitive Research Grant,93157.83043432086,99864.45428724664,590.3506560787021,566.0017887823124,87938.49428238386,84311.4927613749,42800.4225657059,42268.82228946089,14306.74980314883,14372.811345032756,16768.409478177753,16768.409478177753,9655.935259197791,10138.732022157681
2026-03-01,RND-117,Sustainable Materials & Forestry,Competitive Research Grant,93157.83043432086,91210.22132004089,590.3506560787021,562.5602457470424,87938.49428238386,83798.84132377013,42800.4225657059,41893.69041978992,14306.74980314883,9870.194859860643,16768.409478177753,16768.409478177753,9655.935259197791,9655.935259197791
2026-04-01,RND-117,Sustainable Materials & Forestry,Competitive Research Grant,93157.83043432086,92533.41267290791,590.3506560787021,578.1375224075973,87938.49428238386,86119.22877560808,42800.4225657059,42829.467390469465,14306.74980314883,14629.32355034071,16768.409478177753,16768.409478177753,9655.935259197791,10138.732022157681
2026-05-01,RND-117,Sustainable Materials & Forestry,Competitive Research Grant,93157.83043432086,86769.09755558688,590.3506560787021,648.7298640142096,87938.49428238386,96634.64730666767,42800.4225657059,47913.78861192792,14306.74980314883,15017.371221785343,16768.409478177753,16768.409478177753,9655.935259197791,10138.732022157681
2026-06-01,RND-117,Sustainable Materials & Forestry,Competitive Research Grant,93157.83043432086,79144.84064014745,590.3506560787021,565.7077328318005,87938.49428238386,84267.6902564458,42800.4225657059,42131.35991020167,14306.74980314883,14759.97699659277,16768.409478177753,16768.409478177753,9655.935259197791,10138.732022157681
2025-07-01,RND-118,Sustainable Materials & Forestry,Government Crown Core,94660.79675790772,87462.48532565159,572.24749521187,533.3132103992505,92991.40188248803,86664.50005013125,41487.943402860576,39790.2188964885,20408.26366317213,22306.101548239036,17038.94341642339,17038.94341642339,13775.024045335611,14463.775247602392
2025-08-01,RND-118,Sustainable Materials & Forestry,Government Crown Core,94660.79675790772,90747.80330274219,572.24749521187,508.17327711664933,92991.40188248803,82579.20888024024,41487.943402860576,37261.18783840539,20408.26366317213,21114.687205669667,17038.94341642339,17038.94341642339,13775.024045335611,13775.024045335611
2025-09-01,RND-118,Sustainable Materials & Forestry,Government Crown Core,94660.79675790772,94815.32733831006,572.24749521187,565.6619466531165,92991.40188248803,91921.23661699053,41487.943402860576,41432.26415276399,20408.26366317213,21689.76297099665,17038.94341642339,17038.94341642339,13775.024045335611,14463.775247602392
2025-10-01,RND-118,Sustainable Materials & Forestry,Government Crown Core,94660.79675790772,105195.9762607014,572.24749521187,589.3631457051988,92991.40188248803,95772.73049785585,41487.943402860576,42939.35955350273,20408.26366317213,20520.495953819518,17038.94341642339,17038.94341642339,13775.024045335611,14463.775247602392
2025-11-01,RND-118,Sustainable Materials & Forestry,Government Crown Core,94660.79675790772,88999.53813110763,572.24749521187,578.4354419682542,92991.40188248803,93996.95603251066,41487.943402860576,42378.023227487676,20408.26366317213,19736.696167185524,17038.94341642339,17038.94341642339,13775.024045335611,14463.775247602392
2025-12-01,RND-118,Sustainable Materials & Forestry,Government Crown Core,94660.79675790772,102764.85953779324,572.24749521187,582.2476798889829,92991.40188248803,94616.45258168629,41487.943402860576,41995.088660041496,20408.26366317213,19752.37949756801,17038.94341642339,17038.94341642339,13775.024045335611,14463.775247602392
2026-01-01,RND-118,Sustainable Materials & Forestry,Government Crown Core,94660.79675790772,93614.09691740014,572.24749521187,528.8728932371349,92991.40188248803,85942.9393248106,41487.943402860576,39320.24917424732,20408.26366317213,20535.61277426226,17038.94341642339,17038.94341642339,13775.024045335611,14463.775247602392
2026-02-01,RND-118,Sustainable Materials & Forestry,Government Crown Core,94660.79675790772,87553.3463653491,572.24749521187,568.225850136009,92991.40188248803,92337.87623736543,41487.943402860576,41411.4514522665,20408.26366317213,21656.40373867506,17038.94341642339,17038.94341642339,13775.024045335611,14463.775247602392
2026-03-01,RND-118,Sustainable Materials & Forestry,Government Crown Core,94660.79675790772,94966.166795928,572.24749521187,511.2925740824108,92991.40188248803,83086.10109062301,41487.943402860576,37429.026159381785,20408.26366317213,22203.886558575738,17038.94341642339,17038.94341642339,13775.024045335611,14463.775247602392
2026-04-01,RND-118,Sustainable Materials & Forestry,Government Crown Core,94660.79675790772,92718.4472077358,572.24749521187,587.3387740782305,92991.40188248803,95443.76592029449,41487.943402860576,42836.57957016568,20408.26366317213,21840.505161152232,17038.94341642339,17038.94341642339,13775.024045335611,13775.024045335611
2026-05-01,RND-118,Sustainable Materials & Forestry,Government Crown Core,94660.79675790772,97297.87649714151,572.24749521187,533.9292518864901,92991.40188248803,86764.60806632269,41487.943402860576,39770.906940016765,20408.26366317213,19582.455666680908,17038.94341642339,17038.94341642339,13775.024045335611,14463.775247602392
2026-06-01,RND-118,Sustainable Materials & Forestry,Government Crown Core,94660.79675790772,87306.33848985733,572.24749521187,579.2498481854592,92991.40188248803,94129.29872771402,41487.943402860576,42580.480126729846,20408.26366317213,20940.745372602403,17038.94341642339,17038.94341642339,13775.024045335611,14463.775247602392
2025-07-01,RND-119,Sustainable Materials & Forestry,Commercial Enterprise Contract,42563.99344172652,40726.267436618306,317.0900417903506,279.98012892261465,58724.62162624552,51851.91890926272,22989.028029800418,20237.25204124319,5990.839759684318,5105.252282785893,7661.518819510773,7661.518819510773,8386.538496139148,8386.538496139148
2025-08-01,RND-119,Sustainable Materials & Forestry,Commercial Enterprise Contract,42563.99344172652,38264.37105114261,317.0900417903506,304.70013837314696,58724.62162624552,56430.0292572992,22989.028029800418,21912.526832801715,5990.839759684318,5978.482630527707,7661.518819510773,7661.518819510773,8386.538496139148,8386.538496139148
2025-09-01,RND-119,Sustainable Materials & Forestry,Commercial Enterprise Contract,42563.99344172652,42353.68347077791,317.0900417903506,279.0865418960249,58724.62162624552,51686.42787166874,22989.028029800418,20461.65052339797,5990.839759684318,5920.08888848607,7661.518819510773,7661.518819510773,8386.538496139148,8805.865420946106
2025-10-01,RND-119,Sustainable Materials & Forestry,Commercial Enterprise Contract,42563.99344172652,43613.09900032205,317.0900417903506,310.2767690252536,58724.62162624552,57462.813267623955,22989.028029800418,23231.855546784893,5990.839759684318,6208.523561521159,7661.518819510773,7661.518819510773,8386.538496139148,8386.538496139148
2025-11-01,RND-119,Sustainable Materials & Forestry,Commercial Enterprise Contract,42563.99344172652,39453.666324892314,317.0900417903506,288.15297621404824,58724.62162624552,53365.518523077924,22989.028029800418,21186.8054381637,5990.839759684318,6007.174904447417,7661.518819510773,7661.518819510773,8386.538496139148,8386.538496139148
2025-12-01,RND-119,Sustainable Materials & Forestry,Commercial Enterprise Contract,42563.99344172652,42727.77472655794,317.0900417903506,354.8998274967363,58724.62162624552,65726.93979063921,22989.028029800418,25800.894590092088,5990.839759684318,6270.246615454861,7661.518819510773,7661.518819510773,8386.538496139148,8386.538496139148
2026-01-01,RND-119,Sustainable Materials & Forestry,Commercial Enterprise Contract,42563.99344172652,39305.99475442181,317.0900417903506,300.5485732507706,58724.62162624552,55661.165342205124,22989.028029800418,21885.088470010138,5990.839759684318,5877.686802510928,7661.518819510773,7661.518819510773,8386.538496139148,8386.538496139148
2026-02-01,RND-119,Sustainable Materials & Forestry,Commercial Enterprise Contract,42563.99344172652,42740.68568100239,317.0900417903506,296.8942639263291,58724.62162624552,54984.39248875496,22989.028029800418,21394.314117897615,5990.839759684318,5593.362740678429,7661.518819510773,7661.518819510773,8386.538496139148,8805.865420946106
2026-03-01,RND-119,Sustainable Materials & Forestry,Commercial Enterprise Contract,42563.99344172652,41115.143843306585,317.0900417903506,297.15205935289737,58724.62162624552,55032.13583255952,22989.028029800418,21843.36709495017,5990.839759684318,6789.669316947552,7661.518819510773,7661.518819510773,8386.538496139148,8386.538496139148
2026-04-01,RND-119,Sustainable Materials & Forestry,Commercial Enterprise Contract,42563.99344172652,43121.197947369954,317.0900417903506,307.52419935404936,58724.62162624552,56953.0413065473,22989.028029800418,22164.927789203583,5990.839759684318,6636.072165859327,7661.518819510773,7661.518819510773,8386.538496139148,8805.865420946106
2026-05-01,RND-119,Sustainable Materials & Forestry,Commercial Enterprise Contract,42563.99344172652,44932.93918422129,317.0900417903506,310.27787323710805,58724.62162624552,57463.01776607803,22989.028029800418,22683.211868752853,5990.839759684318,5655.338340203744,7661.518819510773,7661.518819510773,8386.538496139148,8805.865420946106
2026-06-01,RND-119,Sustainable Materials & Forestry,Commercial Enterprise Contract,42563.99344172652,46752.415695859025,317.0900417903506,304.45584668698837,58724.62162624552,56384.786786879435,22989.028029800418,22348.472880123474,5990.839759684318,6991.08709911312,7661.518819510773,7661.518819510773,8386.538496139148,8386.538496139148
2025-07-01,RND-120,Sustainable Materials & Forestry,Government Crown Core,75526.18648440299,68236.32778476765,571.01528756023,541.709751117564,80320.18124608655,76198.0043974668,41398.60834811668,40600.02886212302,15987.613730546691,15328.624678546797,13594.713567192537,13594.713567192537,8152.815449165758,8152.815449165758
2025-08-01,RND-120,Sustainable Materials & Forestry,Government Crown Core,75526.18648440299,81717.1964304791,571.01528756023,572.6441158487025,80320.18124608655,80549.29557314397,41398.60834811668,42459.37772713576,15987.613730546691,16776.002148828404,13594.713567192537,13594.713567192537,8152.815449165758,8152.815449165758
2025-09-01,RND-120,Sustainable Materials & Forestry,Government Crown Core,75526.18648440299,69532.95221383443,571.01528756023,533.9635618705751,80320.18124608655,75108.40953400351,41398.60834811668,38755.07665619767,15987.613730546691,17944.11418420042,13594.713567192537,13594.713567192537,8152.815449165758,8152.815449165758
2025-10-01,RND-120,Sustainable Materials & Forestry,Government Crown Core,75526.18648440299,78320.25186191109,571.01528756023,559.4112017825156,80320.18124608655,78687.92674578502,41398.60834811668,40188.42416226621,15987.613730546691,16524.86619731983,13594.713567192537,13594.713567192537,8152.815449165758,8560.456221624047
2025-11-01,RND-120,Sustainable Materials & Forestry,Government Crown Core,75526.18648440299,68288.80333423165,571.01528756023,488.6976751669509,80320.18124608655,68741.21709011222,41398.60834811668,35449.59398029717,15987.613730546691,19354.3933049337,13594.713567192537,13594.713567192537,8152.815449165758,8152.815449165758
2025-12-01,RND-120,Sustainable Materials & Forestry,Government Crown Core,75526.18648440299,71171.31235773879,571.01528756023,546.9586836347944,80320.18124608655,76936.33000856166,41398.60834811668,40051.924752935185,15987.613730546691,16809.061511322972,13594.713567192537,13594.713567192537,8152.815449165758,8560.456221624047
2026-01-01,RND-120,Sustainable Materials & Forestry,Government Crown Core,75526.18648440299,74044.11869272222,571.01528756023,523.8388270577981,80320.18124608655,73684.2435739196,41398.60834811668,38992.94871975047,15987.613730546691,17286.30631133282,13594.713567192537,13594.713567192537,8152.815449165758,8560.456221624047
2026-02-01,RND-120,Sustainable Materials & Forestry,Government Crown Core,75526.18648440299,78103.5901360178,571.01528756023,538.855288551949,80320.18124608655,75796.48983975685,41398.60834811668,40439.349354793856,15987.613730546691,13452.342386287659,13594.713567192537,13594.713567192537,8152.815449165758,8560.456221624047
2026-03-01,RND-120,Sustainable Materials & Forestry,Government Crown Core,75526.18648440299,73271.15122501546,571.01528756023,571.3218838947116,80320.18124608655,80363.30771518717,41398.60834811668,42666.51638264643,15987.613730546691,16129.125510011203,13594.713567192537,13594.713567192537,8152.815449165758,8152.815449165758
2026-04-01,RND-120,Sustainable Materials & Forestry,Government Crown Core,75526.18648440299,83725.1946527703,571.01528756023,504.86603501597074,80320.18124608655,71015.49174057548,41398.60834811668,37426.31767540154,15987.613730546691,14285.348280720496,13594.713567192537,13594.713567192537,8152.815449165758,8560.456221624047
2026-05-01,RND-120,Sustainable Materials & Forestry,Government Crown Core,75526.18648440299,78520.53467953324,571.01528756023,594.1246293726359,80320.18124608655,83570.78865238024,41398.60834811668,43341.327376675836,15987.613730546691,19610.111808720652,13594.713567192537,13594.713567192537,8152.815449165758,8560.456221624047
2026-06-01,RND-120,Sustainable Materials & Forestry,Government Crown Core,75526.18648440299,73475.12890969419,571.01528756023,566.4932709418606,80320.18124608655,79684.10511590599,41398.60834811668,41344.846674472996,15987.613730546691,16311.592522848323,13594.713567192537,13594.713567192537,8152.815449165758,8560.456221624047
